chr,start,end,length,abs_summit,pileup,separation,fold_enrichment,-LOG10(qvalue),name
7,151361810,151362579,770,151362340,17.11,9189313,6.76799,8.15424,p10_peak_12243
7,156374625,156375111,487,156374859,27.95,5012046,9.68732,17.14801,p10_peak_12248
7,156923553,156924042,490,156923811,31.94,548442,10.71781,21.21505,p10_peak_12249
7,157253770,157254488,719,157254107,147.14,329728,29.62856,163.54526,p10_peak_12251
8,3569703,3570201,499,3569957,36.5,0,6.25009,14.66824,p10_peak_12257
8,8168081,8168601,521,8168320,17.11,4597880,6.03654,7.06685,p10_peak_12263
8,12081340,12081668,329,12081564,17.11,3912739,6.76799,8.15424,p10_peak_12286
8,13371912,13372552,641,13372137,15.4,1290244,6.12856,6.34126,p10_peak_12301
8,16940481,16940933,453,16940680,17.11,3567929,6.76799,8.15424,p10_peak_12302
8,17206438,17207608,1171,17206711,16.54,265505,6.1019,6.58479,p10_peak_12303
8,19124954,19125689,736,19125217,15.4,1917346,6.12856,6.34126,p10_peak_12314
8,22253737,22254336,600,22254019,85.55,3128048,18.33492,76.53019,p10_peak_12324
8,23655886,23656632,747,23656307,18.82,1401550,7.40741,9.11355,p10_peak_12363
8,24526136,24526700,565,24526520,15.97,869504,6.3417,6.34126,p10_peak_12367
8,27089301,27089997,697,27089790,16.54,2562601,6.55485,7.24145,p10_peak_12376
8,30359787,30360727,941,30360173,17.68,3269790,6.90827,8.07455,p10_peak_12404
8,32983475,32983891,417,32983639,23.95,2622748,6.23837,9.18056,p10_peak_12420
8,36957096,36958095,1000,36957685,15.4,3973205,6.12856,6.34126,p10_peak_12422
8,38516688,38518322,1635,38517441,18.25,1558593,7.19427,9.11355,p10_peak_12445
8,40381416,40382391,976,40381874,15.4,1863094,6.12856,6.34126,p10_peak_12466
8,48559984,48560296,313,48560222,18.82,8177593,6.60686,7.94466,p10_peak_12485
8,49448207,49448897,691,49448460,17.68,887911,6.22665,7.06685,p10_peak_12497
8,49502680,49503392,713,49502960,22.81,53783,6.80522,9.85433,p10_peak_12500
8,65063221,65063700,480,65063455,17.68,15559829,6.98113,8.15424,p10_peak_12525
8,71527082,71527542,461,71527339,18.25,6463382,7.19427,9.11355,p10_peak_12544
8,95030887,95031265,379,95031101,16.54,23503345,6.55485,7.24145,p10_peak_12570
8,96814041,96814431,391,96814304,15.97,1782776,6.08382,6.03312,p10_peak_12584
8,98102860,98103402,543,98103125,16.54,1288429,6.55485,7.24145,p10_peak_12592
8,103656434,103656806,373,103656577,15.4,5553032,6.12856,6.34126,p10_peak_12614
8,104196683,104197522,840,104196954,15.97,539877,6.3417,6.34126,p10_peak_12624
8,117457276,117457633,358,117457456,16.54,13259754,6.55485,7.24145,p10_peak_12644
8,118858949,118859351,403,118859184,17.68,1401316,6.98113,8.15424,p10_peak_12654
8,118893564,118894143,580,118893750,18.82,34213,7.3301,9.0173,p10_peak_12659
8,119154561,119155059,499,119154818,18.25,260418,7.19427,9.11355,p10_peak_12710
8,119207571,119208720,1150,119208471,18.25,52512,6.41676,7.94466,p10_peak_12711
8,119755815,119756195,381,119755995,15.4,547095,6.12856,6.34126,p10_peak_12715
8,120082599,120082937,339,120082764,17.11,326404,6.03654,7.06685,p10_peak_12720
8,122755201,122755672,472,122755506,17.11,2672264,6.03654,7.06685,p10_peak_12738
8,124528731,124529416,686,124529253,17.11,1773059,6.03654,7.06685,p10_peak_12748
8,126082126,126082862,737,126082630,21.67,1552710,8.47313,12.21211,p10_peak_12769
8,126083084,126083968,885,126083354,15.97,222,6.3417,6.34126,p10_peak_12770
8,126557976,126558777,802,126558445,22.24,474008,7.74751,11.75306,p10_peak_12782
8,126649347,126650513,1167,126650040,17.11,90570,6.03654,7.06685,p10_peak_12784
8,128755296,128755833,538,128755655,19.39,2104783,6.1256,7.77933,p10_peak_12794
8,129552849,129553378,530,129553100,15.4,797016,6.12856,6.34126,p10_peak_12818
8,131082879,131083477,599,131083216,28.52,1529501,10.9157,20.03717,p10_peak_12831
8,131270431,131271053,623,131270814,15.4,186954,6.12856,6.34126,p10_peak_12839
8,131275041,131276605,1565,131275926,18.82,3988,7.10619,8.68517,p10_peak_12840
8,131291078,131291829,752,131291360,15.4,14473,6.12856,6.34126,p10_peak_12844
8,131342249,131342926,678,131342688,17.68,50420,6.98113,8.15424,p10_peak_12849
8,131773531,131773950,420,131773734,15.4,430605,6.12856,6.34126,p10_peak_12860
8,134045166,134046094,929,134045871,17.11,2271216,6.76799,8.15424,p10_peak_12871
8,134048277,134049640,1364,134049544,19.39,2183,6.23194,7.9484,p10_peak_12872
8,134194315,134195092,778,134194569,16.54,144675,6.48643,7.15465,p10_peak_12881
8,142213231,142213721,491,142213501,33.65,8018139,7.25298,15.68092,p10_peak_12903
8,144119664,144120203,540,144119929,78.7,1905943,14.37668,60.99294,p10_peak_12904
9,4136594,4137894,1301,4136845,16.54,0,6.55485,7.24145,p10_peak_12926
9,8086662,8087144,483,8086922,29.66,3948768,11.33753,21.24857,p10_peak_12939
9,14277151,14277436,286,14277299,15.4,6190007,6.12856,6.34126,p10_peak_12945
9,14365862,14366340,479,14366081,17.11,88426,6.76799,8.15424,p10_peak_12947
9,16193111,16193914,804,16193392,17.11,1826771,6.76799,8.15424,p10_peak_12956
9,16213312,16214025,714,16213810,17.11,19398,6.69735,8.07455,p10_peak_12957
9,16413621,16414339,719,16414082,15.97,199596,6.3417,6.34126,p10_peak_12964
9,16628092,16628705,614,16628512,16.54,213753,6.55485,7.24145,p10_peak_12971
9,21576509,21576911,403,21576640,18.82,4947804,7.40741,9.11355,p10_peak_12985
9,27124953,27125420,468,27125194,22.81,5548042,6.24747,8.89385,p10_peak_12998
9,35510581,35511435,855,35510951,15.97,8385161,6.21029,6.21651,p10_peak_13014
9,71746124,71747356,1233,71746532,18.82,36234689,6.21959,7.3363,p10_peak_13063
9,78655040,78655546,507,78655309,41.06,6907684,15.71996,37.11469,p10_peak_13080
9,82196564,82197049,486,82196793,18.82,3541018,7.40741,9.11355,p10_peak_13089
9,82225950,82226384,435,82226181,18.82,28901,7.40741,9.11355,p10_peak_13090
9,84004270,84005384,1115,84004574,16.54,1777886,6.48643,7.15465,p10_peak_13093
9,84174049,84175300,1252,84174561,15.97,168665,6.3417,6.34126,p10_peak_13097
9,87879502,87880320,819,87880091,39.35,3704202,15.08053,34.3847,p10_peak_13106
9,91266560,91267878,1319,91267077,18.82,3386240,7.40741,9.11355,p10_peak_13122
9,93822844,93823394,551,93823192,15.4,2554966,6.12856,6.34126,p10_peak_13138
9,93862318,93862765,448,93862570,19.39,38924,6.63508,8.57824,p10_peak_13140
9,96698712,96699234,523,96698969,37.64,2835947,14.4411,31.7056,p10_peak_13156
9,97629507,97631085,1579,97630754,18.25,930273,6.76397,8.46083,p10_peak_13164
9,101610547,101611484,938,101610824,19.39,3979462,7.54102,10.00564,p10_peak_13198
9,101920724,101921579,856,101920849,17.68,309240,6.98113,8.15424,p10_peak_13218
9,101984190,101984613,424,101984405,103.23,62611,6.49315,44.49182,p10_peak_13219
9,109655056,109655627,572,109655327,18.25,7670443,6.41676,7.94466,p10_peak_13235
9,112578416,112579211,796,112578966,15.4,2922789,6.12856,6.34126,p10_peak_13261
9,112903219,112903901,683,112903531,18.25,324008,6.76397,8.46083,p10_peak_13282
9,117453298,117454137,840,117453521,18.25,4549397,7.11918,9.0173,p10_peak_13341
9,117485639,117486163,525,117485882,18.25,31502,6.76397,8.46083,p10_peak_13342
9,117785569,117785950,382,117785837,15.97,299406,6.3417,6.34126,p10_peak_13354
9,117786062,117786663,602,117786323,15.97,112,6.3417,6.34126,p10_peak_13355
9,117797463,117797850,388,117797687,17.68,10800,6.98113,8.15424,p10_peak_13359
9,117798129,117799032,904,117798291,16.54,279,6.55485,7.24145,p10_peak_13360
9,117805009,117805815,807,117805206,15.4,5977,6.12856,6.34126,p10_peak_13363
9,117908448,117908834,387,117908575,15.4,102633,6.12856,6.34126,p10_peak_13373
9,117909092,117909502,411,117909335,15.97,258,6.3417,6.34126,p10_peak_13374
9,117965425,117966062,638,117965634,17.11,55923,6.76799,8.15424,p10_peak_13377
9,118412167,118413192,1026,118412450,19.96,446105,7.8337,10.11691,p10_peak_13386
9,118706614,118707559,946,118706977,19.96,293422,6.98708,8.83518,p10_peak_13393
9,119000498,119001061,564,119000719,17.11,292939,6.03654,7.06685,p10_peak_13400
9,124040344,124041868,1525,124040741,18.82,5039283,6.96437,8.46083,p10_peak_13416
9,124113182,124114014,833,124113671,15.97,71314,6.3417,6.34126,p10_peak_13418
9,124160611,124161143,533,124160889,19.39,46597,6.23194,7.9484,p10_peak_13419
9,127420507,127421035,529,127420839,15.97,3259364,6.3417,6.34126,p10_peak_13441
9,136428750,136429905,1156,136429549,65.59,9007715,20.52871,64.44337,p10_peak_13489
9,137341202,137341638,437,137341463,24.52,911297,6.54994,10.36327,p10_peak_13490
10,500991,501481,491,501224,15.4,0,6.12856,6.34126,p10_peak_1567
10,3453240,3453576,337,3453410,21.67,2951759,6.37576,8.79806,p10_peak_1575
10,3493499,3494212,714,3493858,15.4,39923,6.12856,6.34126,p10_peak_1577
10,3512856,3513251,396,3513103,29.09,18644,7.83499,15.27528,p10_peak_1582
10,4284067,4284618,552,4284234,16.54,770816,6.48643,7.15465,p10_peak_1595
10,4284775,4285285,511,4285117,15.97,157,6.3417,6.34126,p10_peak_1596
10,4386550,4387505,956,4386820,15.97,101265,6.3417,6.34126,p10_peak_1598
10,6509083,6509579,497,6509328,27.95,2121578,10.81769,19.02382,p10_peak_1609
10,6682428,6682757,330,6682665,18.25,172849,7.19427,9.11355,p10_peak_1610
10,12084820,12085274,455,12085054,117.49,5402063,6.96977,53.71332,p10_peak_1614
10,13965729,13966239,511,13965994,18.82,1880455,6.57094,7.89431,p10_peak_1630
10,14446890,14447849,960,14447139,15.4,480651,6.12856,6.34126,p10_peak_1645
10,17009325,17011169,1845,17009838,15.4,2561476,6.12856,6.34126,p10_peak_1658
10,17104942,17105371,430,17105165,18.82,93773,7.40741,9.11355,p10_peak_1662
10,17685753,17686698,946,17686025,110.07,580382,13.24809,80.58063,p10_peak_1667
10,21581756,21582111,356,21581995,18.25,3895058,6.26392,7.70239,p10_peak_1671
10,25190817,25191470,654,25190958,18.82,3608706,6.6334,7.98036,p10_peak_1681
10,29947776,29948696,921,29948542,20.53,4756306,6.94208,9.38592,p10_peak_1694
10,30138317,30138834,518,30138559,17.11,189621,6.76799,8.15424,p10_peak_1698
10,30237694,30238324,631,30238060,20.53,98860,6.15328,8.12111,p10_peak_1699
10,33180080,33181152,1073,33180290,15.4,2941756,6.0646,6.29913,p10_peak_1728
10,33417924,33419172,1249,33418923,23.38,236772,6.69646,10.2854,p10_peak_1736
10,36461247,36461836,590,36461580,16.54,3042075,6.55485,7.24145,p10_peak_1765
10,45260913,45261437,525,45261120,21.1,8799077,8.25998,12.21211,p10_peak_1777
10,61096880,61097231,352,61097100,15.97,15835443,6.27551,6.29913,p10_peak_1804
10,62674296,62674788,493,62674662,17.68,1577065,6.98113,8.15424,p10_peak_1813
10,62723889,62724224,336,62724057,15.4,49101,6.12856,6.34126,p10_peak_1815
10,63723721,63724208,488,63723994,15.97,999497,6.3417,6.34126,p10_peak_1823
10,63823595,63824186,592,63823853,15.97,99387,6.3417,6.34126,p10_peak_1831
10,63831769,63832541,773,63831924,18.25,7583,6.41676,7.94466,p10_peak_1834
10,64323377,64324674,1298,64324296,23.38,490836,9.11255,14.4017,p10_peak_1846
10,64342385,64342850,466,64342605,17.11,17711,6.03654,7.06685,p10_peak_1849
10,64343658,64344757,1100,64344046,18.82,808,7.40741,9.11355,p10_peak_1851
10,64917994,64918491,498,64918158,17.68,573237,6.22665,7.06685,p10_peak_1857
10,70939591,70940099,509,70939850,90.11,6021100,14.90686,71.56553,p10_peak_1871
10,75910476,75910875,400,75910681,76.42,4970377,7.03846,35.1647,p10_peak_1903
10,78923855,78924243,389,78924073,17.68,3012980,6.98113,8.15424,p10_peak_1915
10,79265323,79266812,1490,79266491,19.96,341080,6.98708,8.83518,p10_peak_1933
10,90692149,90693621,1473,90692407,28.52,11425337,7.15714,13.25852,p10_peak_1990
10,90694483,90695629,1147,90695085,21.67,862,6.37576,8.79806,p10_peak_1991
10,90789456,90789909,454,90789636,15.97,93827,6.3417,6.34126,p10_peak_1996
10,90791579,90792144,566,90791862,17.68,1670,6.98113,8.15424,p10_peak_1998
10,91111616,91112459,844,91111957,18.82,319472,6.60686,7.94466,p10_peak_2005
10,93368474,93369124,651,93368671,17.68,2256015,6.98113,8.15424,p10_peak_2017
10,100220728,100221292,565,100221020,16.54,6851604,6.55485,7.24145,p10_peak_2059
10,102650046,102651212,1167,102650793,16.54,2428754,6.55485,7.24145,p10_peak_2064
10,103698138,103698752,615,103698327,21.67,1046926,6.37576,8.79806,p10_peak_2068
10,106155946,106156416,471,106156167,21.67,2457194,7.5574,10.74758,p10_peak_2099
10,114817497,114817934,438,114817699,15.97,8661081,6.21029,6.21651,p10_peak_2125
10,114846781,114847604,824,114847119,18.25,28847,6.38187,7.89431,p10_peak_2128
10,114876933,114877419,487,114877170,27.95,29329,10.81769,19.02382,p10_peak_2130
10,126787021,126787568,548,126787294,67.3,11909602,22.76596,70.51925,p10_peak_2155
10,127887849,127888319,471,127888113,18.82,1100281,6.60686,7.94466,p10_peak_2161
10,132158404,132159072,669,132158715,77.56,4270085,29.36106,91.6024,p10_peak_2173
10,133986341,133986754,414,133986528,18.25,1827269,6.41676,7.94466,p10_peak_2174
11,138720,139290,571,139010,18.25,0,6.26392,7.70239,p10_peak_2175
11,5301808,5302160,353,5301956,15.4,5162518,6.12856,6.34126,p10_peak_2184
11,9696661,9697177,517,9696912,46.2,4394501,17.45414,43.75556,p10_peak_2219
11,9796036,9796927,892,9796282,15.97,98859,6.08382,6.03312,p10_peak_2223
11,10271138,10271453,316,10271258,18.25,474211,6.69714,8.35704,p10_peak_2225
11,10347320,10348408,1089,10347848,17.11,75867,6.76799,8.15424,p10_peak_2229
11,10396575,10397299,725,10397024,18.25,48167,7.19427,9.11355,p10_peak_2234
11,11267889,11268771,883,11268281,136.31,870590,22.88445,134.03658,p10_peak_2262
11,12009511,12010569,1059,12009734,17.11,740740,6.76799,8.15424,p10_peak_2274
11,12227312,12227731,420,12227455,17.11,216743,6.76799,8.15424,p10_peak_2311
11,12433376,12434782,1407,12433753,21.1,205645,8.17377,12.08144,p10_peak_2329
11,12561278,12563059,1782,12561758,25.09,126496,8.0448,13.74211,p10_peak_2342
11,15914442,15914878,437,15914618,15.97,3351383,6.3417,6.34126,p10_peak_2391
11,20118660,20120016,1357,20119297,18.82,4203782,7.40741,9.11355,p10_peak_2414
11,22337724,22338251,528,22337834,15.97,2217708,6.3417,6.34126,p10_peak_2415
11,27955375,27956677,1303,27955947,18.25,5617124,7.19427,9.11355,p10_peak_2430
11,28857743,28858086,344,28857882,16.54,901066,6.55485,7.24145,p10_peak_2433
11,29206776,29207300,525,29206983,15.97,348690,6.3417,6.34126,p10_peak_2435
11,34323972,34324753,782,34324522,15.4,5116672,6.12856,6.34126,p10_peak_2455
11,35201777,35202256,480,35201988,16.54,877024,6.55485,7.24145,p10_peak_2477
11,35212328,35213087,760,35212601,22.24,10072,8.68627,13.29311,p10_peak_2479
11,35304207,35304879,673,35304386,15.97,91120,6.3417,6.34126,p10_peak_2484
11,35575250,35576246,997,35575716,18.82,270371,7.40741,9.11355,p10_peak_2500
11,37525598,37526115,518,37525816,15.97,1949352,6.3417,6.34126,p10_peak_2518
11,43852405,43852923,519,43852681,15.97,6326290,6.3417,6.34126,p10_peak_2520
11,43941825,43942767,943,43942350,15.97,88902,6.3417,6.34126,p10_peak_2521
11,43944450,43945479,1030,43945183,18.82,1683,6.4495,7.70239,p10_peak_2522
11,47628704,47629196,493,47628934,22.81,3683225,6.59124,9.48193,p10_peak_2550
11,65194578,65196424,1847,65194872,24.52,17565382,6.79765,10.8221,p10_peak_2606
11,65267879,65268366,488,65268117,28.52,71455,6.9189,12.77924,p10_peak_2617
11,65271447,65273763,2317,65273005,30.8,3081,7.35573,14.43437,p10_peak_2620
11,66206181,66206918,738,66206381,87.26,932418,6.78916,39.07758,p10_peak_2637
11,74361399,74362059,661,74361812,18.25,8154481,6.41676,7.94466,p10_peak_2671
11,74560629,74561265,637,74560903,17.68,198570,6.90827,8.07455,p10_peak_2673
11,78802956,78805004,2049,78804357,16.54,4241691,6.48643,7.15465,p10_peak_2700
11,82763088,82764098,1011,82763426,20.53,3958084,7.79903,10.76609,p10_peak_2708
11,85539726,85540076,351,85539822,17.11,2775628,6.69735,8.07455,p10_peak_2720
11,86167072,86167746,675,86167519,15.97,626996,6.3417,6.34126,p10_peak_2727
11,86194332,86195631,1300,86195135,17.68,26586,6.98113,8.15424,p10_peak_2730
11,86226476,86227007,532,86226725,16.54,30845,6.55485,7.24145,p10_peak_2733
11,87825302,87825793,492,87825563,34.22,1598295,13.16225,27.76149,p10_peak_2744
11,95961526,95962073,548,95961791,16.54,8135733,6.55485,7.24145,p10_peak_2775
11,96039917,96041175,1259,96040837,16.54,77844,6.35298,6.97076,p10_peak_2777
11,96785323,96785606,284,96785397,17.68,744148,6.02268,6.75804,p10_peak_2783
11,107460892,107461388,497,107461127,29.66,10675286,8.48558,16.23103,p10_peak_2801
11,111428218,111428672,455,111428495,20.53,3966830,7.17719,9.77342,p10_peak_2818
11,113569734,113570238,505,113569999,35.93,2141062,13.80168,29.06362,p10_peak_2827
11,115570456,115571214,759,115571005,15.97,2000218,6.3417,6.34126,p10_peak_2840
11,116001450,116001889,440,116001644,23.95,430236,8.31783,12.77157,p10_peak_2844
11,117078262,117080821,2560,117079611,37.07,1076373,7.61417,18.66672,p10_peak_2856
11,118271966,118272411,446,118272197,79.27,1191145,6.49471,34.04162,p10_peak_2861
11,119614498,119615005,508,119614769,51.9,1342087,17.37362,47.04599,p10_peak_2873
11,121636169,121636703,535,121636434,41.63,2021164,15.9331,37.11469,p10_peak_2878
11,121964684,121965017,334,121964859,15.4,327981,6.12856,6.34126,p10_peak_2884
11,122027644,122028069,426,122027878,15.4,62627,6.12856,6.34126,p10_peak_2896
11,122034658,122035086,429,122034920,18.25,6589,6.41676,7.94466,p10_peak_2900
11,122078019,122078816,798,122078537,18.82,42933,7.40741,9.11355,p10_peak_2909
11,122376026,122376686,661,122376493,15.4,297210,6.0646,6.29913,p10_peak_2915
11,123037027,123037577,551,123037257,25.66,660341,8.88815,14.88725,p10_peak_2923
11,124514216,124514832,617,124514596,15.97,1476639,6.3417,6.34126,p10_peak_2927
11,126787405,126788361,957,126787856,15.4,2272573,6.12856,6.34126,p10_peak_2944
11,126863217,126863743,527,126863474,17.11,74856,6.11894,7.18936,p10_peak_2948
11,128333161,128333690,530,128333559,15.97,1469418,6.3417,6.34126,p10_peak_2957
11,128366164,128368077,1914,128367308,21.1,32474,8.25998,12.21211,p10_peak_2965
11,128452874,128453386,513,128453161,17.68,84797,6.98113,8.15424,p10_peak_2975
11,130259838,130260844,1007,130260027,18.25,1806452,6.41676,7.94466,p10_peak_2986
11,130642494,130643033,540,130642808,17.68,381650,6.90827,8.07455,p10_peak_3002
11,130869056,130869507,452,130869286,15.4,226023,6.12856,6.34126,p10_peak_3010
11,131503411,131503834,424,131503629,20.53,633904,8.04684,11.15768,p10_peak_3011
12,2420084,2420928,845,2420730,20.53,0,7.96285,11.02858,p10_peak_3054
12,5597309,5598646,1338,5597545,19.39,3176381,7.62056,10.11691,p10_peak_3077
12,5608501,5609791,1291,5609201,15.4,9855,6.12856,6.34126,p10_peak_3080
12,11948653,11949473,821,11949255,16.54,6338862,6.55485,7.24145,p10_peak_3122
12,11950137,11950729,593,11950452,19.39,664,7.62056,10.11691,p10_peak_3123
12,13132238,13133333,1096,13132436,19.39,1181509,7.62056,10.11691,p10_peak_3142
12,13348696,13349522,827,13349090,18.82,215363,6.11068,7.17969,p10_peak_3150
12,13361173,13361918,746,13361735,15.4,11651,6.12856,6.34126,p10_peak_3154
12,14410610,14411299,690,14410861,26.81,1048692,6.78901,11.5282,p10_peak_3159
12,15101510,15101877,368,15101711,15.4,690211,6.12856,6.34126,p10_peak_3161
12,26718587,26719116,530,26718790,16.54,11616710,6.55485,7.24145,p10_peak_3184
12,28722398,28722817,420,28722620,15.97,2003282,6.3417,6.34126,p10_peak_3200
12,43150627,43151091,465,43150896,15.4,14427810,6.12856,6.34126,p10_peak_3209
12,45653901,45654269,369,45654109,17.11,2502810,6.76799,8.15424,p10_peak_3215
12,46519030,46519404,375,46519174,30.23,864761,11.67026,22.68095,p10_peak_3218
12,46917912,46918499,588,46918180,15.4,398508,6.12856,6.34126,p10_peak_3228
12,54120597,54121875,1279,54121251,23.38,7202098,6.09579,9.18056,p10_peak_3283
12,58137981,58138597,617,58138422,24.52,4016106,6.18909,9.69205,p10_peak_3321
12,59478624,59479045,422,59478771,18.25,1340027,7.19427,9.11355,p10_peak_3338
12,64482284,64482835,552,64482531,15.97,5003239,6.3417,6.34126,p10_peak_3346
12,65927115,65927868,754,65927676,15.97,1444280,6.27551,6.29913,p10_peak_3355
12,65930786,65931813,1028,65931000,17.68,2918,6.22665,7.06685,p10_peak_3358
12,65958748,65960344,1597,65959939,19.96,26935,6.98708,8.83518,p10_peak_3360
12,65996852,65997650,799,65997428,17.11,36508,6.03654,7.06685,p10_peak_3362
12,66025114,66026324,1211,66025701,15.4,27464,6.12856,6.34126,p10_peak_3363
12,66285182,66286211,1030,66285778,18.25,258858,6.20656,7.60744,p10_peak_3373
12,66342190,66342983,794,66342516,17.11,55979,6.76799,8.15424,p10_peak_3379
12,68221697,68222219,523,68221957,18.82,1878714,7.40741,9.11355,p10_peak_3385
12,70291364,70292360,997,70291759,17.11,2069145,6.76799,8.15424,p10_peak_3397
12,86153195,86153669,475,86153431,19.96,15860835,7.8337,10.11691,p10_peak_3433
12,91572074,91572411,338,91572210,21.1,5418405,7.36729,10.74758,p10_peak_3445
12,93793020,93793377,358,93793200,20.53,2220609,6.46826,8.62855,p10_peak_3454
12,94179181,94179708,528,94179455,17.68,385804,6.98113,8.15424,p10_peak_3460
12,96048171,96048792,622,96048433,21.1,1868463,6.21538,8.79806,p10_peak_3471
12,96230524,96231876,1353,96231099,22.81,181732,8.89941,13.29311,p10_peak_3473
12,98442556,98443036,481,98442793,31.37,2210680,10.78922,21.6657,p10_peak_3479
12,105650999,105651912,914,105651129,18.25,7207963,7.19427,9.11355,p10_peak_3513
12,105916834,105917348,515,105917078,18.25,264922,7.19427,9.11355,p10_peak_3518
12,106416104,106416899,796,106416570,17.11,498756,6.76799,8.15424,p10_peak_3524
12,106468296,106468904,609,106468447,17.68,51397,6.90827,8.07455,p10_peak_3526
12,106473856,106474636,781,106474018,15.97,4952,6.3417,6.34126,p10_peak_3527
12,109117138,109117573,436,109117335,17.68,2642502,6.83646,7.9719,p10_peak_3556
12,110824821,110825444,624,110825095,85.55,1707248,21.63704,84.08459,p10_peak_3582
12,110841352,110842195,844,110841743,69.58,15908,11.03489,45.59041,p10_peak_3583
12,119195275,119195809,535,119195543,63.88,8353080,24.24565,69.24786,p10_peak_3617
12,124577251,124578088,838,124577641,90.11,5381442,18.22214,80.59115,p10_peak_3631
12,124923183,124924126,944,124923793,39.35,345095,6.72536,17.25107,p10_peak_3632
12,128052993,128053609,617,128053330,25.66,3128867,9.96512,16.67859,p10_peak_3640
12,132954364,132955015,652,132954853,16.54,4900755,6.55485,7.24145,p10_peak_3643
13,19642205,19642513,309,19642268,18.25,0,6.41676,7.94466,p10_peak_3646
13,24144246,24144896,651,24144517,19.39,4501733,7.62056,10.11691,p10_peak_3654
13,24722624,24723167,544,24722891,18.25,577728,7.19427,9.11355,p10_peak_3666
13,27825318,27825954,637,27825538,106.08,3102151,7.64855,52.7581,p10_peak_3674
13,28157114,28157609,496,28157374,33.65,331160,11.54965,24.05715,p10_peak_3676
13,30435494,30436180,687,30435920,16.54,2277885,6.55485,7.24145,p10_peak_3681
13,30476513,30476935,423,30476729,16.54,40333,6.48643,7.15465,p10_peak_3683
13,33112460,33113363,904,33113090,17.68,2635525,6.25166,7.09975,p10_peak_3712
13,37663833,37664307,475,37664085,19.96,4550470,6.98708,8.83518,p10_peak_3731
13,38923307,38924239,933,38923870,73,1259000,14.8716,58.94646,p10_peak_3735
13,39387606,39387892,287,39387663,17.68,463367,6.98113,8.15424,p10_peak_3736
13,42135639,42136927,1289,42136366,15.4,2747747,6.0646,6.29913,p10_peak_3743
13,42183915,42184273,359,42184090,15.4,46988,6.12856,6.34126,p10_peak_3745
13,42242258,42242627,370,42242435,15.4,57985,6.12856,6.34126,p10_peak_3750
13,45629421,45630654,1234,45630235,21.1,3386794,6.99781,10.11738,p10_peak_3776
13,49228310,49228672,363,49228431,21.1,3597656,8.25998,12.21211,p10_peak_3783
13,73009496,73009982,487,73009749,22.81,23780824,7.93761,11.75306,p10_peak_3803
13,80611828,80612212,385,80612023,15.4,7601846,6.12856,6.34126,p10_peak_3825
13,97784430,97784871,442,97784642,19.96,17172218,7.8337,10.11691,p10_peak_3839
13,98825570,98826433,864,98826098,19.39,1040699,6.76002,8.78529,p10_peak_3855
13,101103883,101104442,560,101104114,24.52,2277450,8.30529,13.47298,p10_peak_3871
13,109616083,109616773,691,109616495,17.68,8511641,6.98113,8.15424,p10_peak_3889
13,109894911,109896427,1517,109896121,16.54,278138,6.55485,7.24145,p10_peak_3894
13,110664089,110664717,629,110664530,19.96,767662,7.8337,10.11691,p10_peak_3897
13,110993448,110994215,768,110993774,20.53,328731,6.58055,8.81693,p10_peak_3936
13,111048697,111050457,1761,111049421,18.25,54482,6.41676,7.94466,p10_peak_3949
13,111491246,111491743,498,111491495,27.95,440789,10.81769,19.02382,p10_peak_3967
13,114211945,114212390,446,114212109,23.38,2720202,6.69646,10.2854,p10_peak_3974
14,21093279,21093736,458,21093502,19.96,0,6.40624,7.9484,p10_peak_3982
14,35866784,35869021,2238,35868265,37.07,14773048,8.11399,19.81696,p10_peak_4016
14,51863092,51864093,1002,51863349,22.24,15994071,8.68627,13.29311,p10_peak_4040
14,52006008,52006631,624,52006289,15.4,141915,6.12856,6.34126,p10_peak_4045
14,52006723,52007212,490,52006988,17.68,92,6.98113,8.15424,p10_peak_4046
14,52070618,52071027,410,52070800,15.4,63406,6.12856,6.34126,p10_peak_4050
14,52191683,52192096,414,52191939,15.97,120656,6.3417,6.34126,p10_peak_4060
14,52199261,52199734,474,52199464,18.82,7165,7.40741,9.11355,p10_peak_4061
14,52200371,52200715,345,52200518,15.97,637,6.3417,6.34126,p10_peak_4062
14,52201014,52201380,367,52201144,16.54,299,6.55485,7.24145,p10_peak_4063
14,52492228,52492851,624,52492361,16.54,290848,6.55485,7.24145,p10_peak_4069
14,53464869,53465373,505,53465147,15.97,972018,6.3417,6.34126,p10_peak_4080
14,54086539,54087345,807,54087079,15.4,621166,6.12856,6.34126,p10_peak_4094
14,55144949,55145473,525,55145220,31.37,1057604,6.47353,13.18786,p10_peak_4110
14,55152676,55153069,394,55152915,19.96,7203,6.63666,8.28407,p10_peak_4111
14,59198115,59198461,347,59198258,15.97,4045046,6.3417,6.34126,p10_peak_4148
14,59883768,59884209,442,59883993,17.68,685307,6.3728,7.26658,p10_peak_4157
14,61614349,61614885,537,61614609,25.09,1730140,6.79534,11.45561,p10_peak_4167
14,62004370,62004872,503,62004620,15.4,389485,6.12856,6.34126,p10_peak_4177
14,62013682,62014465,784,62013930,18.82,8810,7.40741,9.11355,p10_peak_4178
14,62052300,62053117,818,62052880,17.68,37835,6.98113,8.15424,p10_peak_4184
14,62053532,62053930,399,62053656,17.68,415,6.98113,8.15424,p10_peak_4185
