chromosome	start	end	width	peak.location	chip	peak.location.new	target.ensembl.id	target.gene.name	distance.to.gene	Huvec.cFos	Huvec.cFos.ChIP	Huvec.cJun	Huvec.cJun.ChIP	HUVEC_p65_TNF30.all	HUVEC_p65_TNF30.all.ChIP	HUVEC_p65_TNF30.with	HUVEC_p65_TNF30.with.ChIP	HUVEC_p65_TNF30.without	HUVEC_p65_TNF30.without.ChIP	hikackedEnhancers_hg18	hikackedEnhancers_hg18.ChIP
chr17	77243729	77244534	806	77244337	42	77244337	ENSG00000185298	CCDC137	-155	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	78001088	78002122	1035	78001833	42	78001833	ENSG00000178927	C17orf62	150	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	33176590	33177476	887	33176924	42	33176924	ENSG00000108753	HNF1B	2285	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	34810823	34812459	1637	34811566	42	34811566	ENSG00000108306	FBXL20	-142	FALSE	NA	TRUE	23	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	44057290	44057953	664	44057698	42	44057698	ENSG00000170689	HOXB9	1136	FALSE	NA	FALSE	NA	TRUE	20	TRUE	20	FALSE	NA	FALSE	NA
chr17	71286518	71287436	919	71287230	42	71287230	ENSG00000132475	H3F3B	225	TRUE	125	TRUE	33	TRUE	23	TRUE	23	FALSE	NA	FALSE	NA
chr17	73761760	73762863	1104	73762069	42	73762069	ENSG00000220038	THA1P	23	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	77779331	77780827	1497	77780165	42	77780165	ENSG00000141526	SLC16A3	-583	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	11841062	11841732	671	11841435	41	11841435	ENSG00000154957	ZNF18	-21	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	17340076	17341288	1213	17340554	41	17340554	ENSG00000108551	RASD1	-122	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	17656494	17657154	661	17656830	41	17656830	ENSG00000207839	hsa-mir-33b	1140	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	17882938	17884204	1267	17883987	41	17883987	ENSG00000141034	C17orf39	-651	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	18069286	18070130	845	18069807	41	18069807	ENSG00000131899	LLGL1	-146	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	26
chr17	19006341	19007415	1075	19007073	41	19007073	ENSG00000197665	AC007952.6	-3923	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	19058790	19059857	1068	19059113	41	19059113	ENSG00000198274	AC106017.3	3936	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	23903130	23904068	939	23903732	41	23903732	ENSG00000109103	UNC119	38	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	31916542	31917130	589	31916771	41	31916771	ENSG00000108278	ZNHIT3	-185	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	35587102	35587805	704	35587356	41	35587356	ENSG00000108352	RAPGEFL1	777	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	39210696	39212330	1635	39211479	41	39211479	ENSG00000108861	DUSP3	393	FALSE	NA	FALSE	NA	TRUE	53	TRUE	53	FALSE	NA	TRUE	185
chr17	43975484	43976174	691	43975723	41	43975723	ENSG00000173917	HOXB2	1669	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	63754698	63756107	1410	63755754	41	63755754	ENSG00000196704	AMZ2	-14	FALSE	NA	FALSE	NA	TRUE	26	TRUE	26	FALSE	NA	TRUE	87
chr17	64834279	64835387	1109	64834914	41	64834914	ENSG00000154265	ABCA5	-29	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	70255696	70257357	1662	70256224	41	70256224	ENSG00000109062	SLC9A3R1	139	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	70554630	70555314	685	70555011	41	70555011	ENSG00000180901	KCTD2	-137	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	73866403	73868692	2290	73866895	41	73866895	ENSG00000184557	SOCS3	858	TRUE	20	FALSE	NA	TRUE	28	TRUE	28	FALSE	NA	TRUE	53
chr17	74347567	74349078	1512	74348404	41	74348404	ENSG00000055483	USP36	160	FALSE	NA	TRUE	30	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	76827654	76828318	665	76827851	41	76827851	ENSG00000167302	C17orf56	-401	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	77442006	77443538	1533	77442848	41	77442848	ENSG00000141552	ANAPC11	47	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	77615998	77617388	1391	77616928	41	77616928	ENSG00000169718	DUS1L	12314	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	18027618	18028588	971	18028365	41	18028365	ENSG00000091542	ALKBH5	-773	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	39990322	39991301	980	39990579	41	39990579	ENSG00000180340	FZD2	-128	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	45581099	45582944	1846	45582584	41	45582584	ENSG00000108819	PPP1R9B	289	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	1341084	1342161	1078	1341862	40	1341862	ENSG00000197879	MYO1C	771	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	4683004	4683854	851	4683222	40	4683222	ENSG00000216765	ATCD1	23634	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	7094998	7095996	999	7095393	40	7095393	ENSG00000175826	DULLARD	590	FALSE	NA	TRUE	37	TRUE	21	TRUE	21	TRUE	22	TRUE	170
chr17	7405649	7406448	800	7405878	40	7405878	ENSG00000161956	SENP3	165	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	49
chr17	12633399	12634166	768	12633652	40	12633652	ENSG00000006740	AC005277.1	-98	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	17683974	17684526	553	17684205	40	17684205	ENSG00000072310	SREBF1	-3155	FALSE	NA	FALSE	NA	TRUE	20	FALSE	NA	TRUE	20	TRUE	137
chr17	20885702	20886219	518	20885900	40	20885900	ENSG00000124422	USP22	1044	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	21219736	21221346	1611	21220661	40	21220661	ENSG00000184185	KCNJ12	-369	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	24076787	24078090	1304	24077385	40	24077385	ENSG00000160606	TLCD1	692	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	26059949	26061572	1624	26060475	40	26060475	ENSG00000210238	AC005562.1	-6556	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	34083089	34085083	1995	34083695	40	34083695	ENSG00000179294	C17orf96	1008	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	34208727	34209823	1097	34209560	40	34209560	ENSG00000141720	PIP5K2B	124	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	41018743	41019711	969	41019435	40	41019435	ENSG00000213330	AC126544.5-1	-415	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	42204229	42204803	575	42204509	40	42204509	ENSG00000108379	WNT3	46471	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	44045276	44045799	524	44045505	40	44045505	ENSG00000120068	HOXB8	1795	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	46363382	46364273	892	46364026	40	46364026	ENSG00000141232	TOB1	-67649	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	59205129	59205713	585	59205314	40	59205314	ENSG00000198231	DDX42	-15	FALSE	NA	FALSE	NA	TRUE	30	FALSE	NA	TRUE	30	FALSE	NA
chr17	71747269	71748710	1442	71748349	40	71748349	ENSG00000141576	RNF157	-364	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	73886096	73886828	733	73886410	40	73886410	ENSG00000087157	PGS1	-80	TRUE	44	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	177
chr17	4841003	4842565	1563	4842008	40	4842008	ENSG00000129250	KIF1C	-37	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	17625875	17627948	2074	17627256	40	17627256	ENSG00000207839	hsa-mir-33b	30714	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	37455898	37456677	780	37456251	40	37456251	ENSG00000187595	ZNF385C	3282	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	39437457	39438259	803	39437712	40	39437712	ENSG00000161653	NAGS	-154	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	58058596	58059739	1144	58058951	40	58058951	ENSG00000011028	MRC2	-457	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	73821425	73822252	828	73821784	40	73821784	ENSG00000204277	AC087645.19-2	-35616	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	4558903	4559898	996	4559416	39	4559416	ENSG00000141480	ARRB2	1117	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	7392761	7393686	926	7393255	39	7393255	ENSG00000161955	TNFSF12	-156	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	25729886	25731046	1161	25730462	39	25730462	ENSG00000108582	CPD	-352	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	26082526	26083542	1017	26082705	39	26082705	ENSG00000197522	SUZ12P	145	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	40654480	40655568	1089	40654842	39	40654842	ENSG00000184922	FMNL1	233	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	44014392	44014835	444	44014601	39	44014601	ENSG00000207777	hsa-mir-10a	-2293	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	77129113	77130446	1334	77129783	39	77129783	ENSG00000185504	C17orf70	65	FALSE	NA	FALSE	NA	TRUE	50	TRUE	50	FALSE	NA	TRUE	93
chr17	77581169	77583609	2441	77583112	39	77583112	ENSG00000169750	RAC3	-291	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	37372038	37372900	863	37372348	39	37372348	ENSG00000173786	CNP	-63	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	39078685	39079416	732	39079101	39	39079101	ENSG00000005102	MEOX1	15687	FALSE	NA	FALSE	NA	TRUE	35	FALSE	NA	TRUE	35	FALSE	NA
chr17	44058025	44058833	809	44058382	39	44058382	ENSG00000170689	HOXB9	452	FALSE	NA	FALSE	NA	TRUE	20	TRUE	20	FALSE	NA	FALSE	NA
chr17	44249502	44249966	465	44249691	39	44249691	ENSG00000170703	TTLL6	-252	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	45400705	45401206	502	45401012	39	45401012	ENSG00000108813	DLX4	549	TRUE	25	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	52688355	52689407	1053	52688642	39	52688642	ENSG00000153944	MSI2	288	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	813794	814201	408	813962	38	813962	ENSG00000167693	NXN	15798	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	4791845	4792721	877	4792527	38	4792527	ENSG00000108518	PFN1	43	FALSE	NA	FALSE	NA	TRUE	25	FALSE	NA	TRUE	25	FALSE	NA
chr17	24248201	24249009	809	24248731	38	24248731	ENSG00000132589	FLOT2	110	FALSE	NA	FALSE	NA	TRUE	20	TRUE	20	FALSE	NA	TRUE	34
chr17	27493379	27494135	757	27493664	38	27493664	ENSG00000126858	RHOT1	-78	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	37589518	37590248	731	37589783	38	37589783	ENSG00000161610	HCRT	1213	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	38427217	38428674	1458	38427708	38	38427708	ENSG00000108828	VAT1	277	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	44927433	44928030	598	44927649	38	44927649	ENSG00000064300	NGFR	5	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	45561729	45562925	1197	45562377	38	45562377	ENSG00000167100	SAMD14	-201	FALSE	NA	FALSE	NA	TRUE	67	TRUE	67	FALSE	NA	FALSE	NA
chr17	62224876	62226196	1321	62225394	38	62225394	ENSG00000207943	hsa-mir-634	-11742	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	68047873	68048444	572	68048167	38	68048167	ENSG00000200783	7SK	123719	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	76042700	76043695	996	76043024	38	76043024	ENSG00000171246	NPTX1	21975	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	2153270	2154288	1019	2154020	38	2154020	ENSG00000167720	SRR	-22	FALSE	NA	FALSE	NA	TRUE	21	FALSE	NA	TRUE	21	FALSE	NA
chr17	4113374	4114141	768	4113773	38	4113773	ENSG00000185722	ANKFY1	250	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	20684524	20685610	1087	20684750	38	20684750	ENSG00000220106	AC090774.3	202	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	34015157	34016660	1504	34015639	38	34015639	ENSG00000017373	AC115090.8	70	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	43982778	43983814	1037	43983490	38	43983490	ENSG00000173917	HOXB2	-6098	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	77383789	77385096	1308	77384158	38	77384158	ENSG00000182676	DYSFIP1	2057	FALSE	NA	FALSE	NA	TRUE	37	TRUE	37	FALSE	NA	TRUE	50
chr17	27870305	27870922	618	27870685	38	27870685	ENSG00000176749	CDK5R1	-32471	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	2599165	2600155	991	2599884	37	2599884	ENSG00000221200	hsa-mir-1253	-1658	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	7759553	7760629	1077	7760060	37	7760060	ENSG00000179859	AC104581.22-2	-81	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	7970385	7970882	498	7970646	37	7970646	ENSG00000179111	HES7	-2519	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	17680161	17681159	999	17680841	37	17680841	ENSG00000072310	SREBF1	209	FALSE	NA	FALSE	NA	TRUE	20	TRUE	20	FALSE	NA	TRUE	161
chr17	19853031	19854069	1039	19853295	37	19853295	ENSG00000128487	CYTSB	-89	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	26272838	26273555	718	26273085	37	26273085	ENSG00000184060	ADAP2	-205	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	30331537	30332371	835	30331900	37	30331900	ENSG00000005156	LIG3	-249	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	35390485	35390983	499	35390760	37	35390760	ENSG00000108344	PSMD3	-174	FALSE	NA	TRUE	52	TRUE	20	FALSE	NA	TRUE	20	FALSE	NA
chr17	37937428	37937955	528	37937668	37	37937668	ENSG00000108784	NAGLU	3809	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	41327214	41328224	1011	41327650	37	41327650	ENSG00000186868	MAPT	-26	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	42410400	42411994	1595	42411247	37	42411247	ENSG00000179673	RPRML	125	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	43996337	43997081	745	43996594	37	43996594	ENSG00000120093	HOXB3	10215	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	45425572	45426398	827	45426185	37	45426185	ENSG00000064195	DLX3	1402	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	70489800	70490540	741	70490083	37	70490083	ENSG00000109089	CDR2L	5239	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	70689853	70691582	1730	70690431	37	70690431	ENSG00000125450	NUP85	22761	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	71411992	71412913	922	71412659	37	71412659	ENSG00000204316	MRPL38	430	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	72648338	72649335	998	72648835	37	72648835	ENSG00000129657	SEC14L1	-188	FALSE	NA	FALSE	NA	TRUE	25	TRUE	25	FALSE	NA	TRUE	161
chr17	72958885	72959491	607	72959304	37	72959304	ENSG00000203307	AC111170.11-2	-2815	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	73860349	73861039	691	73860722	37	73860722	ENSG00000184557	SOCS3	7031	TRUE	24	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	77064948	77066392	1445	77066132	37	77066132	ENSG00000184009	ACTG1	28290	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	7283525	7284089	565	7283811	37	7283811	ENSG00000161958	FGF11	-398	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	8279748	8280619	872	8280161	37	8280161	ENSG00000166579	NDEL1	-257	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	33919409	33920991	1583	33920680	37	33920680	ENSG00000167433	ARHGAP23	-44002	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	50853964	50854578	615	50854386	37	50854386	ENSG00000108960	MMD	-46	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	69721034	69721550	517	69721229	37	69721229	ENSG00000141540	TTYH2	62	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	1119736	1121594	1859	1121073	36	1121073	ENSG00000205899	BHLHA9	-470	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	1847724	1849209	1486	1848497	36	1848497	ENSG00000108963	DPH1	31684	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	3545642	3546885	1244	3546109	36	3546109	ENSG00000083454	P2RX5	223	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	17049831	17051140	1310	17050454	36	17050454	ENSG00000179598	PLD6	-97	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	17815775	17816443	669	17816175	36	17816175	ENSG00000175662	TOM1L2	340	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	18494089	18494573	485	18494302	36	18494302	ENSG00000174977	AC026271.6-1	92	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	19350402	19352018	1617	19351372	36	19351372	ENSG00000220507	RPL17P43	-10524	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	20827682	20829694	2013	20829429	36	20829429	ENSG00000218004	AC090774.2	-28845	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	23995721	23996687	967	23996268	36	23996268	ENSG00000007202	KIAA0100	32	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	40804711	40805160	450	40804905	36	40804905	ENSG00000199953	5S_rRNA	-44259	TRUE	119	TRUE	31	TRUE	53	FALSE	NA	TRUE	53	TRUE	113
chr17	45195905	45196630	726	45196385	36	45196385	ENSG00000121104	FAM117A	133	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	56032022	56033048	1027	56032809	36	56032809	ENSG00000170836	PPM1D	-473	FALSE	NA	TRUE	26	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	71628810	71629996	1187	71629325	36	71629325	ENSG00000182473	EXOC7	-17874	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	78619681	78620248	568	78619988	36	78619988	ENSG00000176845	METRNL	10868	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	16058886	16060126	1241	16059151	36	16059151	ENSG00000141027	NCOR1	419	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	18207119	18207897	779	18207345	36	18207345	ENSG00000176974	SHMT1	236	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	33982313	33982914	602	33982715	36	33982715	ENSG00000017373	AC115090.8	32994	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	45002053	45002708	656	45002489	36	45002489	ENSG00000182575	NXPH3	5730	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	5913950	5915155	1206	5914378	35	5914378	ENSG00000179314	WSCD1	280	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	12861698	12862183	486	12861896	35	12861896	ENSG00000006744	ELAC2	167	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	19080879	19082028	1150	19081311	35	19081311	ENSG00000072134	EPN2	-28	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	19285446	19285950	505	19285643	35	19285643	ENSG00000189343	AC004448.3-1	5114	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	24741481	24742173	693	24741740	35	24741740	ENSG00000160551	TAOK1	329	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	25951288	25952337	1050	25952004	35	25952004	ENSG00000210229	AC011840.7-1	-18625	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	30470440	30471208	769	30470989	35	30470989	ENSG00000185379	RAD51L3	-41	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	31115188	31115734	547	31115516	35	31115516	ENSG00000154768	C17orf50	-3487	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	32999545	33000423	879	33000225	35	33000225	ENSG00000006114	AP1GBP1	43408	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	34983222	34983786	565	34983455	35	34983455	ENSG00000222777	U6	-27471	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	36469336	36469984	649	36469649	35	36469649	ENSG00000212724	KRTAP2-1	243	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	37526464	37527038	575	37526772	35	37526772	ENSG00000108773	KAT2A	100	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	40191321	40192736	1416	40191923	35	40191923	ENSG00000073670	ADAM11	171	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	40400282	40401760	1479	40400679	35	40400679	ENSG00000131094	C1QL1	491	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	45992743	45994141	1399	45993144	35	45993144	ENSG00000006283	CACNA1G	676	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	46066953	46067633	681	46067423	35	46067423	ENSG00000108846	ABCC3	-196	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	57496989	57497816	828	57497186	35	57497186	ENSG00000108510	MED13	239	FALSE	NA	FALSE	NA	TRUE	26	FALSE	NA	TRUE	26	FALSE	NA
chr17	59031951	59032741	791	59032245	35	59032245	ENSG00000136463	CCDC44	-272	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	59693526	59694616	1091	59694218	35	59694218	ENSG00000136478	TEX2	167	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
chr17	70912795	70913545	751	70913216	35	70913216	ENSG00000177885	GRB2	169	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
